Neo Reference ID,Name,Absolute Magnitude,Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per hr,Miss Dist.(kilometers),Minimum Orbit Intersection,Eccentricity,Semi Major Axis,Inclination,Orbital Period,Perihelion Distance,Aphelion Dist,Hazardous
1000016,Demo Asteroid 16,22.848126803389746,0.215236703210199,0.3451952889140842,14761.871950198763,3006628.659117069,0.1292889424143752,0.21356588703976476,1.4193641649621627,5.778867826357476,464.2189646283626,1.1162363980395633,1.722491931884762,false
1000017,Demo Asteroid 17,19.794570018093303,0.15835260410099836,0.32582827079338866,14971.336235358449,598536.9726230139,0.03903264622872696,0.2980601000823429,1.295492133885311,13.271335029900857,443.6563835116294,0.9093576188035672,1.6816266489670546,false
1000018,Demo Asteroid 18,24.020435693006725,0.0908010053857972,0.14616892219718408,20666.245738464844,2601056.0712813227,0.09687518171795949,0.656304997359461,1.0643422432641247,17.411135531042287,271.122133209302,0.36580911010910055,1.762875376419149,false
1000019,Demo Asteroid 19,21.885170404731618,0.3475892723447583,0.7880349632011651,7454.063243313185,1941890.957358496,0.4163598955900487,0.15177892674068155,3.1326507428113475,5.976750574391675,506.5993664353307,2.6571803752140424,3.6081211104086526,false
1000020,Demo Asteroid 20,21.5748165638459,0.10162923145775263,0.22143427812288044,7399.4292330555,14083888.940766402,0.03622813244345525,0.7481842352774793,3.025912568627205,8.28531712817264,453.432563216004,0.7619724874523464,5.2898526498020635,false
1000021,Demo Asteroid 21,20.433862047870935,0.1381894081677479,0.30924412308915256,16249.726321516542,1022516.3024469079,0.034080234901625706,0.5667486482283828,3.1706189891362717,4.047790874338942,922.5910120832796,1.3736749629960483,4.967563015276495,false
1000022,Demo Asteroid 22,24.81184507895027,0.1611843949673674,0.3180900654191551,14728.049748206158,1260374.3780268198,0.05539852848366275,0.2930104541419469,3.6385400304357054,18.521681564183574,317.8199244549825,2.572409763704086,4.704670297167325,false
1000023,Demo Asteroid 23,21.644582191241756,0.09046584912905388,0.2168474989164729,15670.918206901406,9703291.48712772,0.12105898385128028,0.23908235049647142,1.940160448611788,15.839740752586234,420.01220488294723,1.4763023282173933,2.404018569006183,false
1000024,Demo Asteroid 24,21.014846009024854,0.18382677421573443,0.2830486713309875,12559.78753266032,11821264.287872508,0.029895667080590212,0.26812298034852916,4.190010187725302,16.67627031635137,363.47182729261215,3.066572168501694,5.313448206948911,false
1000025,Demo Asteroid 25,21.19009283387707,0.09568018783176857,0.17807407817692456,18629.9128562986,2200100.609820531,0.02821601830173503,0.5361615871779412,3.486177522061273,8.913616497176111,1042.2516264786777,1.6170230486488388,5.3553319954737075,false
1000026,Demo Asteroid 26,23.2243111267727,0.10356406114963762,0.18553946901587698,20464.02192162701,2408058.409979994,0.12892432730492764,0.22593014418046412,3.75789263660851,15.650321109165613,368.2515262052191,2.908871411404845,4.606913861812175,false
1000027,Demo Asteroid 27,22.84052134803738,0.3281507133774069,0.7723948974964476,17490.161518628855,6536996.173553677,0.07000248003102219,0.22506704073112266,3.439656222541502,9.534538886057014,701.3695545846533,2.6655029754016946,4.213809469681309,false
1000028,Demo Asteroid 28,22.949285006670774,0.06881173827503718,0.13894293218005688,13476.598819794786,620524.3729845863,0.007905034557702887,0.2342777676678699,2.062131452643735,29.533936783757042,842.6676748623646,1.579019899280659,2.5452430060068107,false
1000029,Demo Asteroid 29,22.99088830691813,0.028203555847502462,0.0627690404971587,7060.765231433165,900805.8696571386,0.016525467229864317,0.48719681228440326,1.7755234546380125,10.644918486950122,509.91532874322127,0.9104940874021815,2.6405528218738437,false
1000030,Demo Asteroid 30,26.92578948200206,0.38562458779802866,0.6375558590276744,19326.503531067334,3189622.978822834,0.19226364024472642,0.4478585506365033,2.3055648644002535,21.223141968683922,293.07690517507564,1.2729979258315096,3.3381318029689977,false
1000031,Demo Asteroid 31,21.065245462315385,0.7096830402503373,1.6895926094579505,22642.977375208007,13796320.069042465,0.07148522133734236,0.16301302751395388,1.068715370026762,8.952250324891045,294.7509503164607,0.8945008420080041,1.24292989804552,false
1000032,Demo Asteroid 32,20.821841723135464,0.10399369335029272,0.20266037134260506,18501.284557462477,2817656.106701968,0.02507268335757758,0.3100943350812005,2.414865905950599,25.50911471600456,801.8277659727236,1.6660296685345872,3.1637021433666104,false
1000033,Demo Asteroid 33,20.128322725029882,0.038428929662632595,0.07471755503981828,10852.222214800046,4328577.107504345,0.042708014142952874,0.3316254612747431,0.8639357357619113,5.459760874853961,308.81200433598303,0.5774326488781328,1.1504388226456896,false
1000034,Demo Asteroid 34,23.41675267192364,0.11060227897701871,0.26254727570655656,18691.572592930414,9889967.505986748,0.05038372894211336,0.4197459332873585,0.714994648103339,14.490012322401352,649.6358498989175,0.41487855223973646,1.0151107439669416,false
1000035,Demo Asteroid 35,24.59663627325805,0.11236026509684041,0.2070416677788346,19954.009863525105,21541842.97511069,0.09653593314526986,0.51894829433857,4.239695970003832,6.4050454964121,573.3274958435153,2.0395129778562344,6.43987896215143,false
1000036,Demo Asteroid 36,21.737920847393788,0.11961817350042935,0.22222335587282743,25478.384034315626,2516856.4026112705,0.014662866708280084,0.14537198347345315,3.3194800702339933,12.862081638221706,645.2963172822266,2.83692066832348,3.8020394721445068,false
1000037,Demo Asteroid 37,20.067640102986186,0.06563132201463535,0.13298726666500027,10865.647940878933,3939367.0494185816,0.023357101115553783,0.3602177042851268,2.835018398850682,6.880918042414198,673.3149258659772,1.8137945796105934,3.8562422180907703,true
1000038,Demo Asteroid 38,20.10369320391015,0.1972496177034121,0.31860692218394554,13639.713072142931,17152323.047611207,0.06365102689637848,0.5062414806449935,1.9961877498076197,10.613537999844334,357.7549114315569,0.9856347076996124,3.006740791915627,true
1000039,Demo Asteroid 39,23.49636341199681,0.19031585238685456,0.3404706947920472,19178.501514835614,1181435.2605806482,0.045508729128589505,0.33882400097933013,2.8680444558032816,7.709709871301442,351.07936866023203,1.896282158301428,3.839806753305135,false
1000040,Demo Asteroid 40,23.709484593767918,0.051233398103740196,0.08575894416631875,15064.458776080051,9084360.40790441,0.08329833353206177,0.17160055964400533,4.08798795008566,16.9850550749416,751.2340169474666,3.3864869300330107,4.78948897013831,false
1000041,Demo Asteroid 41,23.24925481710195,0.2132005249613273,0.33961887021090065,9985.959539021856,1767978.8759406763,0.016464369493626795,0.27465735669671726,3.179044508986685,14.921501047476827,410.26156727497596,2.305896547327189,4.052192470646181,false
1000042,Demo Asteroid 42,20.469327673236002,0.5138855201715474,1.171417534668698,17070.64669163212,4333897.860109688,0.06866029521094956,0.47788768589314945,2.9894315922233154,6.21964721444137,157.97442906961314,1.5608190464798422,4.418044137966788,false
1000043,Demo Asteroid 43,22.533971043053455,0.15134008078529093,0.3072806048398561,18079.456485205304,3288377.2437577234,0.13297757918065062,0.4063517290965154,2.4487771112923764,6.073175866604249,729.1940506588337,1.4537122979467492,3.443841924638004,false
1000044,Demo Asteroid 44,22.268377361023674,0.10868936199836701,0.19811956818715828,15226.414790053204,1855362.6237845111,0.07716083205000701,0.38222159564495056,2.01364871647326,5.062268844553378,341.6143333088043,1.243988690994444,2.7833087419520766,false
1000045,Demo Asteroid 45,22.50298377247673,0.1234027244732871,0.23049190982819945,15944.268859885684,1818492.570468323,0.056427455785899576,0.22608423501512953,3.3544790329025043,4.23091433342675,671.9682853953904,2.59608420687445,4.112873858930558,false
1000046,Demo Asteroid 46,24.004286189280837,0.20187974079424895,0.38122306134234957,13486.614235414794,4980951.482046606,0.045670840768501364,0.6593968107317476,4.427727575860094,17.784647644341632,1019.1964810904067,1.5080981335489358,7.347357018171252,false
1000047,Demo Asteroid 47,22.51426976218177,0.04393972179239715,0.0909479417134658,24770.225532303164,8854456.614819702,0.023485641666143066,0.2888021198029414,2.3140792353782422,4.816669234664044,548.6952053173554,1.6457682468090362,2.9823902239474482,false
1000048,Demo Asteroid 48,23.561501195065357,0.1505972772596824,0.35150796819479313,10772.563193938715,3599159.9805020853,0.046663232679124825,0.2158204023737714,2.190379775253963,13.647772959980815,852.4330089972822,1.7176511308072815,2.663108419700644,false
1000049,Demo Asteroid 49,22.15543185982445,0.10499930297806119,0.24564604337360352,12021.328583240043,4223144.399805408,0.15470043145820273,0.6843836981339361,2.3268311949871614,7.19146795665569,583.5959962800102,0.7343858568284422,3.9192765331458803,false
1000050,Demo Asteroid 50,22.664974616986964,0.44981731667900793,0.8332158595789644,14821.66039071489,6305540.523401871,0.044729338251260874,0.5061449809859763,2.3170670785889413,20.809450221900093,1112.4757295454694,1.14429520615331,3.489838951024573,false
1000051,Demo Asteroid 51,23.45196291942864,0.12084914134681164,0.2170856889883342,20083.09930382485,1835275.1644168952,0.022352355087898627,0.6140800841735392,4.464374138800281,34.28219584767733,337.6641630392654,1.7228908918636328,7.205857385736929,false
1000052,Demo Asteroid 52,18.648541614331968,0.4001671065367619,0.7626952354085428,8742.219558468698,7215586.289757375,0.03196791997227679,0.443391742966638,3.3857573785354944,0.27332552807249655,542.5624851666413,1.8845405132044861,4.8869742438665025,true
1000053,Demo Asteroid 53,21.26475620237821,0.06604417428071979,0.13282413398604495,9333.78729057289,7690331.724270909,0.05965157466068151,0.8338304884156363,2.064900907000248,5.40086322883569,737.2468110860435,0.34312357518634073,3.786678238814155,false
1000054,Demo Asteroid 54,20.91814289512657,0.19823907214443465,0.37975392705558286,7235.791430933097,32052990.329796728,0.035573204843402935,0.3230905745572941,2.1117090205415456,7.096688902783836,499.85332697882694,1.429435739796957,2.7939823012861345,false
1000055,Demo Asteroid 55,20.530580949040313,0.16656163988784048,0.3485932032304594,14934.710236755245,2955317.4985026545,0.07705567663460912,0.32156616636200885,2.3370283140274117,9.153135673567796,914.6107349699095,1.585519078406148,3.0885375496486756,true
1000056,Demo Asteroid 56,21.367172822178627,0.07692835759274176,0.15377664207677536,9982.541178300056,2767720.343562046,0.07970359278642654,0.2780697538416172,0.8395063128057088,8.724676215694823,448.3536001851894,0.6060649990553416,1.072947626556076,false
1000057,Demo Asteroid 57,25.43836501583911,0.15187575017343052,0.271651648081946,12905.482002246978,7386560.048908079,0.11081256177930397,0.4695878876747347,2.7057023276807497,3.3478228247737825,1381.9032826017178,1.4351372869485337,3.976267368412966,false
1000058,Demo Asteroid 58,20.00858843390554,0.29764232767105775,0.5390772011038889,18610.521400432113,7688861.915376182,0.1792817882422974,0.37735451888720284,3.7832476157865056,34.739891769953935,1415.1472622483452,2.3556220319002317,5.21087319967278,false
1000059,Demo Asteroid 59,24.227040215560407,0.1096496925782292,0.20183586335877718,11795.342719133445,2602362.585973638,0.12200086451751171,0.45678166523063773,3.2101576141885397,8.973353980522212,618.2744163497649,1.7438164735266872,4.6764987548503925,false
1000060,Demo Asteroid 60,18.12939952528365,0.04505930707344516,0.07142692275118574,16009.678233763798,2892031.8011712707,0.02147608780885696,0.19742159910267057,1.453999217693858,14.874610240306751,698.3151681538238,1.1669483670427045,1.7410500683450116,true
1000061,Demo Asteroid 61,21.229764431032716,0.13379910275060058,0.22069578222155406,13296.175710349426,6155796.219048914,0.02207783749475782,0.49825595915246634,3.466530117237806,15.198368386469191,930.9933608336652,1.7393108287425714,5.19374940573304,false
1000062,Demo Asteroid 62,22.37433204974151,0.07527742336702278,0.16190686449450636,18680.5846651467,2059415.1803206368,0.046505051921646064,0.49996517993184336,3.4339427040617148,2.653777288263397,319.1819034335769,1.7170909221498587,5.150794485973571,false
1000063,Demo Asteroid 63,23.34831136212634,0.10833558400218575,0.2004410935317457,17436.043768137864,2875027.5350832576,0.03317171176568754,0.38489297905691455,1.6976490194661888,8.0628506610699,301.75034202245894,1.0442358309707975,2.35106220796158,false
1000064,Demo Asteroid 64,23.635821133523567,0.12834516403890248,0.21729928172172602,11589.133911720759,4289472.032120465,0.01787246436331462,0.23744892543601684,3.066923696056353,17.783906302302505,958.5181625491799,2.338685960033515,3.7951614320791913,false
1000065,Demo Asteroid 65,23.824698640959827,0.04466013809608085,0.08960633194733632,13918.46822199208,8857285.935731731,0.03345605090468647,0.6596451144738722,3.021606325863357,26.600162596980155,616.0294758489401,1.0284184751442464,5.014794176582467,false
1000066,Demo Asteroid 66,21.197932333828593,0.04735049901441219,0.103223405446732,21275.473071066248,2461597.548411064,0.03248224520665323,0.5387758427261624,3.8911929706534893,8.197662440253765,491.8002505854435,1.7947121986795362,5.987673742627442,false
1000067,Demo Asteroid 67,20.936590876871495,0.18513748700716876,0.32059890684841696,16944.21750724985,914463.1313610291,0.027196609456483875,0.4498006387595289,1.2170747849670769,3.1709262118327395,547.3045908519159,0.6696337692707695,1.7645158006633845,false
1000068,Demo Asteroid 68,,0.09635007049079088,0.2162202428001692,9054.917685621276,861751.3284802693,0.03747015470034908,0.12325117822556145,1.4403863171437863,6.616125403579202,186.09947404268314,1.2628570064558375,1.617915627831735,false
1000069,Demo Asteroid 69,21.560000052772285,0.02555087229569843,0.059655010843275055,18573.039546094216,1457844.5200037071,0.1437910270135315,0.39721589537999746,2.5466841143176597,7.92208096173546,499.81946263766577,1.5351007035989548,3.5582675250363645,false
1000070,Demo Asteroid 70,19.06592145632278,0.2254061537681144,0.4592999934247552,10100.965397246724,1396480.6740717248,0.05956508117852102,0.4436542218062422,0.8677515657907666,7.686865681331483,388.0479705282157,0.48276992014871584,1.2527332114328174,true
1000071,Demo Asteroid 71,19.393439407791995,0.16154691888960565,0.3395801682220624,24206.575121732138,3528245.899568385,0.46053250864215667,0.241115066805513,2.2792579508864845,5.067084814943237,823.1448891044802,1.7296945177914933,2.828821383981476,true
1000072,Demo Asteroid 72,19.885259742196293,0.08509230796965597,0.13166489307882512,21129.693265079233,1542470.4496237221,0.058044656061746115,0.24559341195950485,3.695232359598948,2.8472288380202038,852.1510929696175,2.78770763642187,4.602757082776026,true
1000073,Demo Asteroid 73,,0.05750176493156734,0.13518480365784755,16341.446940953714,2275694.9406596585,0.03834775868537986,0.5393085957192814,1.2651146971391931,4.0119300823692665,705.9229569168581,0.582827466401231,1.9474019278771553,false
1000074,Demo Asteroid 74,22.3275791929623,0.23299812622637048,0.43180057623012386,15600.082710873874,2149468.7832442867,0.04997260090701511,0.3676679937239363,2.4478052003587942,6.663266138856825,650.6399337004992,1.5478255733158583,3.3477848274017306,false
1000075,Demo Asteroid 75,23.588116314355865,0.16983598609157247,0.3959743611566873,13723.139620169568,2806906.9662708445,0.06271483732406631,0.20707693342572286,4.46112308685329,17.580214510444137,277.60353510394935,3.537327398393016,5.384918775313563,false
1000076,Demo Asteroid 76,21.01731891342597,0.636794350460663,1.2870121808151824,18722.539221178904,11501677.649035651,0.07366176266210608,0.3199724856812806,2.622496051014484,22.346917516540394,710.3724329802599,1.783369470882037,3.4616226311469314,true
1000077,Demo Asteroid 77,22.36464128947644,0.1778388615604224,0.2674975540759002,12967.838903073873,6780477.407644041,0.32272335567593463,0.1236751706460072,2.593630531663944,11.49621155858061,722.8697656862377,2.2728628330677116,2.9143982302601765,false
1000078,Demo Asteroid 78,23.438857906124873,0.17412306525606758,0.26722454384106586,16033.722744410294,4044641.7249204363,0.02326539027843441,0.3540508110383607,2.823415618151839,4.118022390816167,953.6881146937294,1.823783028646806,3.8230482076568717,false
1000079,Demo Asteroid 79,21.288502958643452,0.12141957681673846,0.2564839123234409,20033.818074277722,2761208.4209103934,0.10786675671658831,0.8413036552997584,1.4068166072644166,6.979090865880307,1412.6101123010649,0.22325665323645832,2.590376561292375,false
1000080,Demo Asteroid 80,23.050583046382044,0.2301335039914263,0.46174014143347464,12129.159515072844,2823291.2567802463,0.06002317975311997,0.39011258319230696,1.2592227542065881,1.2983973794510149,254.25754166622394,0.7679841127485247,1.7504613956646515,false
1000081,Demo Asteroid 81,20.4775703355467,0.20317357435734995,0.309611982629238,11900.46246563936,5189755.66480474,0.012106800392846102,0.45828238689911727,3.2739475906374116,26.939511118619514,457.2294887741369,1.7735550742174846,4.774340107057339,false
1000082,Demo Asteroid 82,21.164976152900334,0.3053249241244147,0.6622845568114106,9720.303116044,6371434.883904498,0.09962211547530542,0.34803032244111703,2.2039138776419263,6.117570675246911,389.934982340806,1.4368850201737542,2.970942735110098,false
1000083,Demo Asteroid 83,21.122002843803845,0.09643752427761543,0.2186171943849225,10172.411082362602,1931690.3278576976,0.1558067541183061,0.17416752879364722,1.8016451872188077,14.001454222080651,588.5301955755639,1.48785709719794,2.1154332772396756,false
1000084,Demo Asteroid 84,19.24956881514521,0.10197629879908568,0.19852498396511722,7785.837374154415,4111031.8135544364,0.023018460296380393,0.3387048919169327,0.8192881556956108,21.29961306803585,547.8660573609122,0.5417912494719058,1.0967850619193156,false
1000085,Demo Asteroid 85,23.12003670580684,0.09912069191636101,0.19023061765260543,19061.77073618293,785993.9271188321,0.04938836143129342,0.3235667997676395,3.914991889278233,31.94967570128722,490.12627751318246,2.6482304925482105,5.181753286008256,false
1000086,Demo Asteroid 86,20.920374617533735,0.22628073026863166,0.34053570856049276,27809.141866191647,4729693.8221973805,0.01053745911296951,0.6237228047633259,0.8228496902103644,18.931144031004923,864.7340150825004,0.3096195735337221,1.3360798068870066,false
1000087,Demo Asteroid 87,22.028736473073682,0.3584175563221933,0.7913804953534505,24315.39894863781,7346388.52702954,,0.24643637412342576,3.549935871516613,7.648637323826325,331.744005914314,2.6751025469693754,4.42476919606385,false
1000088,Demo Asteroid 88,23.10571731548359,0.10043481985478118,0.180546097510226,8357.130695971844,3191319.7326298784,0.12786587958537377,0.5652093780991757,2.1515565241946075,15.360870330281408,340.86801162540576,0.9354765992093493,3.367636449179866,false
1000089,Demo Asteroid 89,23.027021704868872,0.10268359385402942,0.23523653674574646,19028.61418603938,17076633.019942507,0.03271980079604063,0.22651156545012613,2.9750136799176703,31.1801022410779,343.46960720863683,2.3011386740439783,3.6488886857913623,false
1000090,Demo Asteroid 90,23.530385750637407,0.1659863364617569,0.30471016887896385,24287.988882847872,1972888.4439064458,0.018353725924353758,0.45979171924373907,1.6411764026226168,6.069072616801635,463.0581247660394,0.8865770828785089,2.3957757223667246,false
1000091,Demo Asteroid 91,21.773483385628325,0.11535453557664996,0.23169767331586083,12583.182846782644,4751411.701838585,0.06120749240814983,0.1380485023532281,1.2905187316818778,2.7040954184081265,313.2916052018515,1.112364553514407,1.4686729098493485,false
1000092,Demo Asteroid 92,21.026413882298446,0.2512856031774537,0.438068104146746,15298.447027028828,3879978.625401857,0.03111170424577978,0.46797474303933406,2.7268744031727996,5.102284735422358,532.7982475246605,1.4507660550474712,4.002982751298128,false
1000093,Demo Asteroid 93,21.81664811491528,0.03131508843689091,0.0514985861448114,7311.746417542239,3684929.1839707494,0.03259033548757613,0.2380678907628625,3.3433472408257456,14.643510215108261,505.49058462223354,2.5474036151145243,4.139290866536967,false
1000094,Demo Asteroid 94,18.11913080189653,0.07907501813146017,0.1737607980562715,16209.579259707047,3643816.8142900523,0.09684857750055609,0.0893057751996691,1.4428745207915568,7.806370440227697,382.2474595333694,1.3140174931964157,1.5717315483866978,true
1000095,Demo Asteroid 95,18.6716413134269,0.08138448573499694,0.15845001327011587,10175.662255189267,4349989.651113096,0.017499901562982607,0.2008644461662304,2.358164000243744,9.880642037985584,806.8960215658185,1.8844926943656422,2.831835306121846,true
1000096,Demo Asteroid 96,18.957790891584875,0.02994983666421744,0.059385708116160695,15833.32628614633,7868413.366308302,0.02204149002673917,0.4272559840966764,2.3896888871073036,16.418111531053746,530.1843425853812,1.3686800099613812,3.410697764253226,true
1000097,Demo Asteroid 97,19.706332296516592,0.07234094502833231,0.17136660972076598,8549.080200320457,12021280.221592298,0.057192757424497524,0.3913909958366396,1.5207207665019586,5.003219546513474,878.4783946011,0.9255243513112992,2.1159171816926183,true
1000098,Demo Asteroid 98,22.919480721463906,0.07465696365416616,0.17672960091743778,17854.31292672676,3985605.503745223,0.11913104320742336,0.09305066236714328,2.847187895758098,9.512512477768658,498.8111498768964,2.582255176174094,3.1121206153421017,false
1000099,Demo Asteroid 99,19.91739817267186,0.11875199627910923,0.2695762834660515,21132.753963378957,7665596.263989156,0.15172953339847475,0.4369564041324983,1.2545556097704624,6.880301514151686,538.6749352004146,0.7063695017409075,1.8027417178000174,false
1000100,Demo Asteroid 100,21.130226125709402,0.2789920002751337,0.4655953430855485,11224.869069997774,2277494.3856740813,0.027363218762328168,0.3253936113273713,2.6370468586106037,30.35990725514708,422.73601993708263,1.7789686580477995,3.495125059173408,true
1000101,Demo Asteroid 101,24.98822508490795,0.11540709750683642,0.23483560435947617,9917.707715464096,7368792.141361902,0.1157455849443864,0.20888567824121992,1.1310397431907981,18.52674425080026,542.8478384196671,0.8947817393166131,1.3672977470649832,false
1000102,Demo Asteroid 102,21.18059286655872,0.06925022269024497,0.15860604827640243,6942.324467539189,2170366.88127599,0.024582313350373065,0.24063848210483182,2.545061153649522,7.84946637902646,750.3232305537866,1.9326215007713288,3.157500806527715,false
1000103,Demo Asteroid 103,23.6962858074743,0.13041671544343375,0.23957779414447086,13450.280812619194,9554549.140897095,0.257583436071533,0.404530298097025,1.8840764085271158,7.502010575991626,452.55060696281384,1.1219104173480694,2.6462423997061624,false
1000104,Demo Asteroid 104,19.85267933597728,0.2676601644907139,0.4258461304408805,12045.448178125287,23406228.073803555,0.01794589424863452,0.32361329981706854,2.418535909909833,32.64244295106026,687.6537102805153,1.6358655233778356,3.20120629644183,true
1000105,Demo Asteroid 105,21.52749361690445,0.07176393476298776,0.16002400207487572,8579.605442295451,3621261.0866809417,0.16457826114201488,0.22115283683308867,2.348247565884062,30.904790040352403,377.7618110583917,1.8289259551024066,2.8675691766657176,false
1000106,Demo Asteroid 106,19.814949273705665,0.07487960854814095,0.14478625234709686,17301.63984477911,691048.4439796008,0.02757522660416629,0.2671311712521525,4.150145866710653,14.574824639382951,766.2992463509382,3.0415125404689567,5.258779192952349,true
1000107,Demo Asteroid 107,21.220223925428705,0.19457391226359425,0.3906953510787708,12613.341303066323,2575467.5628541117,0.3048064814838753,0.19939312220679908,2.561755279834558,10.232223023514015,419.4911284249042,2.050958896258593,3.0725516634105228,false
1000108,Demo Asteroid 108,23.93270871615201,0.11718534231584694,0.2793616374845773,10132.389110240096,10697280.491245905,0.08477018889566476,0.251467797390095,3.8102958347321225,3.407817935457122,798.9161071568211,2.8521291337673826,4.768462535696862,false
1000109,Demo Asteroid 109,18.027163026657597,0.2061533538384195,0.42189083635446883,12159.908830810906,6214907.687384099,0.019952219744099515,0.10959990568380944,1.5574790930645177,5.142184619287352,559.7215590505336,1.3867795313601416,1.728178654768894,true
1000110,Demo Asteroid 110,22.999174380155473,0.13414011182499952,0.25251627182241265,21481.6978463531,4872564.164309862,0.03111657537281128,0.09128811115411625,2.0379146196101834,3.161732020465535,1079.6899332187627,1.8518772432926103,2.2239519959277563,false
1000111,Demo Asteroid 111,22.54679188536424,0.21354266531405067,0.3914207012022383,18233.720441545374,8947947.056377113,0.10056641587247833,0.21672838593723492,0.9853396464061255,21.878366018031464,323.97602728233437,0.7717885752405602,1.1988907175716907,false
1000112,Demo Asteroid 112,20.633455101897372,0.06905853683395112,0.1295439648248129,14107.90952737321,5882913.859109922,0.128398056498417,0.4825754546438422,2.2988416203216753,3.4594844677665995,280.2607590201019,1.189477080240756,3.408206160402595,true
1000113,Demo Asteroid 113,18.674066934906556,0.13427638574908377,0.21572295949233875,18337.19438998181,10576870.534617992,0.0467171458647456,0.33815613453518906,3.2410595708847376,7.4248825113104715,412.6922836355381,2.145075394596076,4.337043747173399,true
1000114,Demo Asteroid 114,22.1658978677419,0.11801441401157271,0.261434440310677,9834.784462843782,8331373.956662391,0.0518288908316056,0.4407879079166327,3.8850347296157057,1.6189919685111205,292.0500154489315,2.172558398964938,5.5975110602664735,false
